video_id,video_title,channel_title,channel_id,thumbnail_url,view_cnt,body_part
cy6lmbqWP78,"어깨 아픈 분들에게 추천하는 어깨강화운동 (전거근 운동)","건강의학전문채널 하이닥",UCeISn7AHbPIqXwWKCB_6eHg,https://i.ytimg.com/vi/cy6lmbqWP78/default.jpg,0,어깨
CYcLODSeC-c,"Lv.4 층간소음없이 딱! 15분 체지방 100% 녹여버리는 루틴  [Noise Free 15mins Fat Burning Workout]",권혁TV,UCMY_lKUu8yGZaVsu_9lPIGg,https://i.ytimg.com/vi/CYcLODSeC-c/default.jpg,0,전신
cYPqj5cALno,"2주만에 어깨 넓어지는 미친 방법!? (사딕 하조빅의 삼각근 루틴)",헬창극장,UCcCgfu0Vw4DeGIkeiCBG7tg,https://i.ytimg.com/vi/cYPqj5cALno/default.jpg,0,어깨
CzGU7aSdULs,"너네 내가 약한줄 알았어? 하체운동 편",준규빌더,UCDQ94nUOUel-hB4BHCZ6d5w,https://i.ytimg.com/vi/CzGU7aSdULs/default.jpg,0,하체
czhQx7B1B6I,"&quot;하체&quot;운동 집에서도 충분히 할 수 있다!(홈트레이닝#2)","양선수의 온라인PT",UCLG1XzhSPuuJ6hqaHhQaFkA,https://i.ytimg.com/vi/czhQx7B1B6I/default.jpg,0,하체
D_R8ZpzGu8c,"가슴운동의 핵심ㅡ 인클라인 벤치프레스 [김명섭관장님이 제시하는 가슴운동의 해부학적 원리&amp;요령대공개!!]","김명섭의 헬스교실",UCc5mVNF4R6ywMqbty91J0rQ,https://i.ytimg.com/vi/D_R8ZpzGu8c/default.jpg,0,가슴
D1tb6rYgpDA,"[사이드 레터럴 레이즈] 어깨운동은 팔꿈치 각도가 중요합니다!!","핏블리 FITVELY",UC3hRpIQ4x5niJDwjajQSVPg,https://i.ytimg.com/vi/D1tb6rYgpDA/default.jpg,0,어깨
d6a0JyRMSTg,"등운동(컴파운드 세트)30분에 끝내기!","양선수의 온라인PT",UCLG1XzhSPuuJ6hqaHhQaFkA,https://i.ytimg.com/vi/d6a0JyRMSTg/default.jpg,0,등
D7iZMIy0C5E,"제가 추천하는 부위별 운동 - 어깨, 팔, 하체 (초, 중급자 이 영상으로 끝내세요, 강경원 추천 루틴 완결편)",강경원,UCuwyPNJScQ5luAV7b8juFfg,https://i.ytimg.com/vi/D7iZMIy0C5E/default.jpg,0,어깨
D7pJ2VYUkU8,"당신의 가슴근육이 커지지 않는 진짜 이유? (feat.내추럴 끝판왕 세계챔피언 김효중)","브렁크짐(BRUNK GYM)",UC6M5MgimtJrmqhAicSx7wIQ,https://i.ytimg.com/vi/D7pJ2VYUkU8/default.jpg,0,가슴
D7s-TpkZCUc,"[김정현 x 이진호] 레전드 선배님과 운동.. 죽을뻔 했습니다 - 스쿼트, 핵 스쿼트 배우기 1부",체육관1호,UCRR3BH9N2n1cKMgo7ZwrjJg,https://i.ytimg.com/vi/D7s-TpkZCUc/default.jpg,0,하체
D8-96StSk-M,"#필라테스 #pilates #리포머 #복부운동 #shorts","Today sequence",UCLsgfZNBssD_0iojqaURZ5A,https://i.ytimg.com/vi/D8-96StSk-M/default.jpg,0,복부
D8z8nN_u7CM,"10분 전신 타바타운동\지방파괴! 두번하라면 못한다 (땀범벅주의)",키다리형,UChWJavW1PbvAkPTcB06EeIg,https://i.ytimg.com/vi/D8z8nN_u7CM/default.jpg,0,전신
D9GnjOpY5L8,"뱃살을 빼려면 복근 운동을 해야할까?","핏블리 FITVELY",UC3hRpIQ4x5niJDwjajQSVPg,https://i.ytimg.com/vi/D9GnjOpY5L8/default.jpg,0,복부
d9m--yp_wyk,"제발 가슴운동좀 하세요!! 여자 가슴운동루틴 순서+횟수+셋트 전부 알려드립니다","핏블리 FITVELY",UC3hRpIQ4x5niJDwjajQSVPg,https://i.ytimg.com/vi/d9m--yp_wyk/default.jpg,0,가슴
da4hCGStb1o,"[EN] &#39;직각어깨&#39; 최고의 운동 | 승모근 개입없이 측면 어깨에 자극주는 방법&amp;꿀팁 &#39;사이드 레터럴 레이즈&#39;","핏블리 FITVELY",UC3hRpIQ4x5niJDwjajQSVPg,https://i.ytimg.com/vi/da4hCGStb1o/default.jpg,0,어깨
DBvZ-LeLU1Q,"하체운동 두가지운동만으로 정복하기",잠백이,UC-GevKXBpS1KkPRUjorBVxA,https://i.ytimg.com/vi/DBvZ-LeLU1Q/default.jpg,0,하체
dDmkByNGyxs,"기본자세부터 허벅지, 엉덩이 타겟까지 l 필수 하체운동 &quot;핵스쿼트&quot; 제대로 하기",강경원,UCuwyPNJScQ5luAV7b8juFfg,https://i.ytimg.com/vi/dDmkByNGyxs/default.jpg,0,하체
de2rUO-u4Zo,"스쿼트 하체운동하면 남성호르몬 상승? 탈모는?","머리심는 의사",UCvimBxn6iTZwTs1TWbi8T7A,https://i.ytimg.com/vi/de2rUO-u4Zo/default.jpg,0,하체
DehgWgRde-I,"(휴식X) 단 5분! 악마의 복근 운동 - 가장 효과좋은 5가지 동작 (Abs workout)",빵느,UCRrZ5RYIalHLiHq5ftzxM6A,https://i.ytimg.com/vi/DehgWgRde-I/default.jpg,0,복부
DEOx_DzyfV4,"🔥힘듦주의🔥힙으뜸 납작배 2주 챌린지",힙으뜸,UC4yq3FWEWqMvFNFBsV3gbKQ,https://i.ytimg.com/vi/DEOx_DzyfV4/default.jpg,0,복부
DFrrgVFEPMQ,"가슴으로 등운동 팁을 말하는 등운동 영상",고독한갯츠비,UCLfc87S_edQ59xTzJqqY13A,https://i.ytimg.com/vi/DFrrgVFEPMQ/default.jpg,0,등
dgaRaEvOkMI,"Day13. (lv.1) 👉하체 운동 후, 다리 굵어진다면? 이거해요. 예쁘게 다듬는 방법! [필수 폼롤러 - 하지 기본]","필라인 유엘.  Piline Yuel.    ",UCzYGcwyrK-RspNMtloM7_CA,https://i.ytimg.com/vi/dgaRaEvOkMI/default.jpg,0,하체
dHgz_HoD-1E,"[캐시] 5분 복근운동 (앞뒤잡담삭제)",동영상내가보는,UCloYTBnsWTfU7JwkJkAkstg,https://i.ytimg.com/vi/dHgz_HoD-1E/default.jpg,0,복부
diA9R4BMII4,"어깨운동 딱 3가지면 끝입니다.#어깨운동 #어깨루틴 #어깨깡패 #데스런 #데스런조성준 #shoulderworkout",DeSLun데스런,UCHHGX6n-7T01PV9P2zquXvA,https://i.ytimg.com/vi/diA9R4BMII4/default.jpg,0,어깨
digaFiSiKOE,"이것만 매일 하세요 최고 40kg 감량(feat.악마의 전신운동, 점핑잭)🔥 YOU CAN LOSE UP TO -40kg I FULLBODY WORKOUT I JUMPINGJACK",악마언니,UCXDS6Q60G0jUvR-Ogs8r2Ww,https://i.ytimg.com/vi/digaFiSiKOE/default.jpg,0,전신
dJDycfZ2fZc,"하루 20분! 리쌤과 함께🔥 홈트레이닝 전신운동!","바벨라토르 홈트레이닝 BARBELLATOR",UCDVQ0yDp7Bu-BxEfelTHL8g,https://i.ytimg.com/vi/dJDycfZ2fZc/default.jpg,0,전신
DjN9RBEQcWw,"다이어트 성공! 5분 뱃살빼기 복근운동/5 Minute Abs Workout/춤추는선진이",춤추는선진이,UCzuVLt12gtYVshSV7s-JfZQ,https://i.ytimg.com/vi/DjN9RBEQcWw/default.jpg,0,복부
DJPBglSOC88,"Lv.4.5 10가지 푸쉬업으로 10분안에 가슴완성하기! (10-10) COMPLETE THE CHEST IN 10MINS WITH 10 PUSH-UP",권혁TV,UCMY_lKUu8yGZaVsu_9lPIGg,https://i.ytimg.com/vi/DJPBglSOC88/default.jpg,0,가슴
dJXZRZvqbYg,"예쁜 일자어깨 승모근 스트레칭 BEST3 [거북목/굽은등/라운드숄더 교정]","Thankyou BUBU",UCpg89Ys3E4BaLGgEEWVmI9g,https://i.ytimg.com/vi/dJXZRZvqbYg/default.jpg,0,어깨
DKu4V7X0wHo,"헬스장 하체 운동 루틴 6가지 I 애플힙 힙업 여자헬스 VLOG","스트롱줄리아 Strong Julia",UCcAP6OekD9sASgFsjSydmJg,https://i.ytimg.com/vi/DKu4V7X0wHo/default.jpg,0,하체
dLgtOwvvTSE,"넓은 가슴근육을 원한다면 꼭! 해야 하는 가슴운동 루틴 #2 (덤벨 플라이, 블록 팔굽혀퍼기)","건강의학전문채널 하이닥",UCeISn7AHbPIqXwWKCB_6eHg,https://i.ytimg.com/vi/dLgtOwvvTSE/default.jpg,0,가슴
dN-EkHNRcNI,"서서하는 복근운동 2편! 한달이면 뱃살 BYE~ | STANDING ABS WORKOUT",MIZI,UCQ2vUGzZrLpUBqsmsL_5EIQ,https://i.ytimg.com/vi/dN-EkHNRcNI/default.jpg,0,복부
dNASIudNC9c,"3분만에 앉아서 뱃살빠지는 초간단복부운동/사무실에서뱃살빼기/사무실에서 초간단 허리풀기/루나홈트LUNA WORKOUT","루나홈트 LUNA WORKOUT",UCzq-gnDrnQIzYHI4g0Dqpcw,https://i.ytimg.com/vi/dNASIudNC9c/default.jpg,0,복부
DnPhKr_zaTA,"앉아서 하는 24분 요가 스트레칭 (앉아서 하는 전신운동)","에일린 mind yoga",UCKmEDAD5k5KFMcY5wvGIeGQ,https://i.ytimg.com/vi/DnPhKr_zaTA/default.jpg,0,전신
Dp1hi8ue4ZY,"ITZY 있지 - &#39;ICY&#39; 로 전신 운동으로 살 탈탈빼기! Cover │ by yeorina",여리나핏,UC6zoWVxnEfQd6ylEVYyzJwA,https://i.ytimg.com/vi/Dp1hi8ue4ZY/default.jpg,0,전신
dpBYYEhdofI,"앞벅지 볼록, 뒷벅지 셀룰라이트, 허벅지 안쪽살 모조리 불태우고🔥 [여리탄탄 일자 허벅지] 되는 7일 루틴","이지은 다이어트 Jiny diet",UCKEspD9kts44sG5E80kQcjQ,https://i.ytimg.com/vi/dpBYYEhdofI/default.jpg,0,하체
Dpj1auo5pAI,"헬스인중에 사실 복근운동 아무도안함 #shorts",뽀종,UCRGFhC5uBPnMzS_UPjx1KHQ,https://i.ytimg.com/vi/Dpj1auo5pAI/default.jpg,0,복부
dqxghbagznI,"일주일 동안 매일 가슴운동 하면 성장할까? 휴식이 필요할까...","코리안 제이콥 KOREAN JACOB",UCYljtjbcyzAFesd-tvN9FCw,https://i.ytimg.com/vi/dqxghbagznI/default.jpg,0,가슴
DSNYJNWVVYc,"가슴운동해도 자극이 없고 가슴이 발달하지 않는 진짜이유(아주 쉽게 알려 드리겠습니다)","변현석 헬스알려주는남자",UCO7mxvFzMpsM-H37uj2NYYw,https://i.ytimg.com/vi/DSNYJNWVVYc/default.jpg,0,가슴
dUCW4_7YJNE,"어깨통증과 회전근개파열에 좋은 운동 3가지 - [회전근개스트레칭,어깨통증스트레칭,라운드숄더,회전근개운동]",모커리한방병원,UChAiyY5XT0501QAbhZxFzlQ,https://i.ytimg.com/vi/dUCW4_7YJNE/default.jpg,0,어깨
duf3RJS5gDs,"범고래 운다.. 2021년 대세 신발 신고 하체운동│스쿼트, 레그프레스, 스텝업",고독한갯츠비,UCLfc87S_edQ59xTzJqqY13A,https://i.ytimg.com/vi/duf3RJS5gDs/default.jpg,0,하체
DurWWXfCBqI,"하체는 정신력이지! 4가지 종목으로 하체운동 끝!! │Leg Workout Routines","쇼츠비쇼츠 Shorts By Shorts",UC7BpQUk1PEv4ZBmljCuNKsw,https://i.ytimg.com/vi/DurWWXfCBqI/default.jpg,0,하체
dUyANWVaG2c,"하루 15분 전신운동으로 기초 체력 기르기｜전신 근력, 코어 강화 (Full body workout)",빵느,UCRrZ5RYIalHLiHq5ftzxM6A,https://i.ytimg.com/vi/dUyANWVaG2c/default.jpg,0,전신
dVRfbiHdNbU,"❗️잠깐❗️ 하체운동전 무.조.건 해야하는 스트레칭❤️",여리나핏,UC6zoWVxnEfQd6ylEVYyzJwA,https://i.ytimg.com/vi/dVRfbiHdNbU/default.jpg,0,하체
DWVxVJymhIo,"오늘은 하체다! 출근하기전 3분할 하체운동루틴 가즈아!-운지기헬스TV(feat.피트니스대회)",지기TV,UCQ4eZwsMew7ZaV_HKXnQLGg,https://i.ytimg.com/vi/DWVxVJymhIo/default.jpg,0,하체
DWYDL-WxF1U,"하체 날, 딱 10분 밖에 없다면 - 스쿼트 10가지 동작 - 하체운동 홈트 루틴","빅씨스 Bigsis",UCfDkQiPchwM0F2SkHWl5JYQ,https://i.ytimg.com/vi/DWYDL-WxF1U/default.jpg,0,하체
Dy_WUHD3-rM,"덤벨운동 4가지로 30분만에 어깨 폭파시키기(어깨운동편 - 초,중,고급자)","따라하면 몸이 좋아지는 채널, 고러쉬",UCB7A0Php3CJg4uH4HavVy-w,https://i.ytimg.com/vi/Dy_WUHD3-rM/default.jpg,0,어깨
DYG0iVSznWI,"과학으로 입증된 &#39;가슴근육&#39; 효과적으로 키우기 위해 무조건 해야 하는 &#39;가슴 운동&#39; 2가지는!? (크리스 범스테드, 닉 워커, 숀 클라리다)","오늘의 머슬한입",UCt1IY1PhDixsM_DE8-ffrSw,https://i.ytimg.com/vi/DYG0iVSznWI/default.jpg,0,가슴
DYltpQBC9h4,"말왕과 가슴운동3가지 + LONDON 브이로그",김성환헬스유튜브,UCcMSJmR90Y_McofszAVxjAQ,https://i.ytimg.com/vi/DYltpQBC9h4/default.jpg,0,가슴
dZbPtAgofwI,"줌바댄스 1000칼로리 소비 /Zumba dance","다이어트의 모든것",UCEkozx4NNxH32K8pn07vW9g,https://i.ytimg.com/vi/dZbPtAgofwI/default.jpg,0,전신
DZjQOfpNGZI,"김해의 아들 웅서형한테 어깨운동하는 법 다시 배웠습니다...","어썸블리스 AwesomeBLISS",UC80zFRpqbg1rmuQUbO6HABQ,https://i.ytimg.com/vi/DZjQOfpNGZI/default.jpg,0,어깨
dzp817CB5VY,"가슴운동으로 말왕 죽이기","김강민_Kim Kang min",UCjGoJbTmFYjd5OnPRUur02A,https://i.ytimg.com/vi/dzp817CB5VY/default.jpg,0,가슴
E_tZtV4evtk,"윗가슴, 중간가슴, 아랫가슴 뭐부터 해야할까? | 딥스를 한다면 꼭 &#39;이렇게&#39; 하세요.",김해의아들김웅서,UCpZ_vApxpsIbgfNnGBOnapA,https://i.ytimg.com/vi/E_tZtV4evtk/default.jpg,0,가슴
E09O7y7uUi8,"체지방 폭파! ▶개구리 전신 운동◀, 탄력 밴드 2개로 전신운동을? | 나는 몸신이다 336 회","채널A 캔버스",UCaZS_XwAu1yBMNoQDD1mR7g,https://i.ytimg.com/vi/E09O7y7uUi8/default.jpg,0,전신
e0OhHxLli5s,"[10분 NO브레이크] 고강도 전신근력운동 홈트레이닝!","소미핏 SomiFit",UC2WZ-lHHSOI81g2Jp4BpsWA,https://i.ytimg.com/vi/e0OhHxLli5s/default.jpg,0,전신
E5cTxOA844U,"&#39;광배근&#39; 넓히려면 &#39;랫풀다운&#39; 하지마세요! (율리시스 등운동 루틴 | 프레임 넓어지는 운동 방법)",헬창극장,UCcCgfu0Vw4DeGIkeiCBG7tg,https://i.ytimg.com/vi/E5cTxOA844U/default.jpg,0,등
E5w5Oq3wxUA,"앞으로 30일 동안 어깨 운동할 때 &#39;이 세가지&#39; 만 기억하세요!","일반인클라쓰 RONIE",UCpdHvsuIfxouMHKlf_8wBeA,https://i.ytimg.com/vi/E5w5Oq3wxUA/default.jpg,0,어깨
E7TQPZCTYIs,"등운동에 이걸 빼먹진 않겠죠? 등운동의 기초&amp;팁","김강민_Kim Kang min",UCjGoJbTmFYjd5OnPRUur02A,https://i.ytimg.com/vi/E7TQPZCTYIs/default.jpg,0,등
e9pC30VA5H0,"[대니조 온라인 비대면PT] 5주차 어깨운동","DannyJoe Fitness대니조 피트니스",UCPThoOQzEEVvMJ9wyNDO7fA,https://i.ytimg.com/vi/e9pC30VA5H0/default.jpg,0,어깨
ECc4PE20hHQ,"아시아 최고의 보디빌더가 알려주는 등 운동 핵꿀팁 !!","헬창TV Korea Fitness HellchangTV",UCfHsXdttq6t-59HaJKgk5uw,https://i.ytimg.com/vi/ECc4PE20hHQ/default.jpg,0,등
ed1h9yAuVk0,"9가지 논문으로 알아보는 가장 효과적인 등운동! 논문에게 물어봐 시리즈#1 l 라이프니츠",라이프니츠,UC1JDW7bhgaEnVxVpJE_aLbw,https://i.ytimg.com/vi/ed1h9yAuVk0/default.jpg,0,등
EDq180TqRIc,"허벅지 종아리 최고의 운동 BEST","Thankyou BUBU",UCpg89Ys3E4BaLGgEEWVmI9g,https://i.ytimg.com/vi/EDq180TqRIc/default.jpg,0,하체
EDRDVDzvwLE,"▶️의자 하체운동 | 의자만 있으면 가능한 엉덩이 허벅지운동 | 관절에 무리없는 하체운동 | 엉덩이 빵빵 | 허벅지 탄탄 [먹고빼고 EatFit]","먹고빼고 EATFIT",UCFKNY9neOR8xKdi_G6ry9Vg,https://i.ytimg.com/vi/EDRDVDzvwLE/default.jpg,0,하체
EEqGCoTuYfQ,"최고의 등 운동, 완벽한 바벨로우 강의 (운동의 정석)",피지컬갤러리,UCdtRAcd3L_UpV4tMXCw63NQ,https://i.ytimg.com/vi/EEqGCoTuYfQ/default.jpg,0,등
eEvOMo7fs60,"힘내쇼 51화 의사가 직접 경험한 목어깨통증잡는 폼롤러 운동법💪",힘내쇼TV,UCY3TlNk858JCDpQkakNsk3A,https://i.ytimg.com/vi/eEvOMo7fs60/default.jpg,0,어깨
EFadnuaH-Jg,"[데스런] 집에서 하는 맨몸 10분 복근운동.",DeSLun데스런,UCHHGX6n-7T01PV9P2zquXvA,https://i.ytimg.com/vi/EFadnuaH-Jg/default.jpg,0,복부
eg_DipJ7UVk,"뱃살 빠지는 최고의 운동 BEST","Thankyou BUBU",UCpg89Ys3E4BaLGgEEWVmI9g,https://i.ytimg.com/vi/eg_DipJ7UVk/default.jpg,0,복부
Eg8pR57_BB8,"처진가슴운동 볼륨업운동 chest workout","삐약스핏 [살빼주는 병맛 다이어트채널]",UCxWRe2A7LMTEwMBErR4DkgQ,https://i.ytimg.com/vi/Eg8pR57_BB8/default.jpg,0,가슴
EgKdQGD9msE,"무릎 안아픈 하체운동 루틴 BESTㅣ하루 10분 투자로 하체강화",관절사용설명서,UC6bYE4W9qDix6WPkaigb1Gw,https://i.ytimg.com/vi/EgKdQGD9msE/default.jpg,0,하체
egUPYOtQUuw,"등운동 맛있게 조져버리기🔥 (IFBBPRO 피지크 이준호)","이준호의 레즈고TV",UC58Y987SyTA1taJLvFbzuog,https://i.ytimg.com/vi/egUPYOtQUuw/default.jpg,0,등
EH-u66ZM5Ew,"류마티스 환자에 좋은 산타 운동 요법with  복부 운동 스트레칭 효과 #shorts","재활교정전문가 산타아저씨",UCxKZ1Xy8PL4wVIGKMilV0FA,https://i.ytimg.com/vi/EH-u66ZM5Ew/default.jpg,0,복부
Eh5X64r6e6Q,"마르페 도르레를 이용한 하체운동","(주)마르페 Marpe Co., Ltd",UCPK18kF0qpIv3nupkadNG6g,https://i.ytimg.com/vi/Eh5X64r6e6Q/default.jpg,0,하체
Ehm758HOsb4,"ㅁ프레임 깡패가 알려주는 최고의 등 운동 루틴과 팁!","일반인클라쓰 RONIE",UCpdHvsuIfxouMHKlf_8wBeA,https://i.ytimg.com/vi/Ehm758HOsb4/default.jpg,0,등
eIq2h1aZ8lA,"짧은 복근 운동 루틴. 직장인도 하루 5분이면 식스팩 가능합니다.",건지부부,UCciEp_yVGNUaRBxAWo3vEew,https://i.ytimg.com/vi/eIq2h1aZ8lA/default.jpg,0,복부
EkeAGosG4ZM,"어깨 운동 TOP4 [홈트 필수 루틴]",피지컬갤러리,UCdtRAcd3L_UpV4tMXCw63NQ,https://i.ytimg.com/vi/EkeAGosG4ZM/default.jpg,0,어깨
eLbsMnfoCq8,"가슴운동에 최고인 체스트 프레스 운동기구에 대해 알아보자(feat.chest press machine)","헬스장 사람들 (케이짐)",UC4PAM8vP_kFE1YvtKQ3pT7A,https://i.ytimg.com/vi/eLbsMnfoCq8/default.jpg,0,가슴
ellZftT1lRE,"바디빌딩 아카데미 교수님이 알려주는 &#39;대흉근 성장 극대화&#39; 팔굽혀펴기 자세 + 훈련루틴 with 푸쉬업바 (피사프코리아 김범규 교수님)","바벨라토르 홈트레이닝 BARBELLATOR",UCDVQ0yDp7Bu-BxEfelTHL8g,https://i.ytimg.com/vi/ellZftT1lRE/default.jpg,0,가슴
EOCRrs0WPHg,"30분 이상 걷기 힘들다면 누워서 쉽게 매일 하세요. 통증없이 하체근력, 내전근을 강화하는 최고의 하체강화운동 [허벅지 안쪽 근육 근육 키우기, 내전근 운동]","건전지 - 건강을 전하는 지식",UCaMWoM36v8pKgVmyVn8W-1A,https://i.ytimg.com/vi/EOCRrs0WPHg/default.jpg,0,하체
EoGMVSORHtM,"어깨가 넓어지고 싶다? 이 운동 하나라도 제대로 배우시면 됩니다.",피지컬갤러리,UCdtRAcd3L_UpV4tMXCw63NQ,https://i.ytimg.com/vi/EoGMVSORHtM/default.jpg,0,어깨
EojxzBZbo4o,"[누워서하는] 복부 파괴🔥 핵마라맛 11분 복부운동 (ABS WORKOUT 10 MIN)",제이제이살롱드핏,UCUsfRCHj5U1wAJEJiQpPLPw,https://i.ytimg.com/vi/EojxzBZbo4o/default.jpg,0,복부
ePU1IY2xf7U,"[생로병사의 비밀] - 밴드를 이용한 하체 운동","KBS 생로병사의 비밀",UCiV4_cGVt-t-j6jMQ7RCrXw,https://i.ytimg.com/vi/ePU1IY2xf7U/default.jpg,0,하체
eR_RmubSQcs,"가슴 운동 (박승현TV 운동로그)",박승현,UCb2PIM0UHn-qGwXRST-Kcsw,https://i.ytimg.com/vi/eR_RmubSQcs/default.jpg,0,가슴
ErBWUD0ZCGg,"&#39;윗가슴&#39;근육을 제대로 키우려면 &#39;이 운동&#39;을 해야합니다!","헬린이 탈출을 위한 운동정보",UCSPUdkcss2YsJorc1oR5Z8A,https://i.ytimg.com/vi/ErBWUD0ZCGg/default.jpg,0,가슴
ErIx1ZUSE3I,"Lv.4 하루 딱 12분! 탄력적인 애플힙 만드는 하체 + 힙업루틴! (누구나 쉽게 가능) [12mins Intense Booty Workout]",권혁TV,UCMY_lKUu8yGZaVsu_9lPIGg,https://i.ytimg.com/vi/ErIx1ZUSE3I/default.jpg,0,하체
ESIs4nlEHX8,"과학이 증명한 &#39;중하부 광배&#39; 쉽게 키우는 등 운동 방법 (feat. 원암 덤벨 로우)","헬마드 (헬스 건강 정보)",UCK2YrOMgAbsAraGrWyyAvdw,https://i.ytimg.com/vi/ESIs4nlEHX8/default.jpg,0,등
EspuBUv-4Ec,"하체운동하다가 토를 왜 할까?","따라하면 몸이 좋아지는 채널, 고러쉬",UCB7A0Php3CJg4uH4HavVy-w,https://i.ytimg.com/vi/EspuBUv-4Ec/default.jpg,0,하체
ESuf5fbvgaY,"무분할 전신운동 30세트_무분할에 대한 조금 긴설명과 함께하는 운동영상[김성환매일운동] WORKOUT 30SET ROUTINE",김성환헬스유튜브,UCcMSJmR90Y_McofszAVxjAQ,https://i.ytimg.com/vi/ESuf5fbvgaY/default.jpg,0,전신
esVdo_o6hq8,"체스트프레스 &amp; 펙덱플라이 / 가슴운동 보디빌더 김준호 I Plate-loaded Chest Press &amp; Pec-deck Fly IFBB Pro KIM JUN HO","MONSTERZYM 몬스터짐",UCEyXB3mjiTlZXJn_j1aKM7A,https://i.ytimg.com/vi/esVdo_o6hq8/default.jpg,0,가슴
ESZDS5hh7bM,"단시간에 체지방 모조리 태우는 10분 전신운동｜Full body workout",빵느,UCRrZ5RYIalHLiHq5ftzxM6A,https://i.ytimg.com/vi/ESZDS5hh7bM/default.jpg,0,전신
EtmorK9lCc8,"급속도로 빠지는 하체 운동🔥(안벅지,윗벅지,뒷벅지 모두 해결)-2주 챌린지","강하나 스트레칭_stretching",UCxHcczukcG21up2MBe8yP_Q,https://i.ytimg.com/vi/EtmorK9lCc8/default.jpg,0,하체
eTXLs5fxTTo,"50초씩. 체지방 태우는 복근운동 루틴 | 허리둘레 줄이는 운동","에일린 mind yoga",UCKmEDAD5k5KFMcY5wvGIeGQ,https://i.ytimg.com/vi/eTXLs5fxTTo/default.jpg,0,복부
eussOnGZs3M,"회원님 호흡하세요ㅋ (ft.짱재)","김강민_Kim Kang min",UCjGoJbTmFYjd5OnPRUur02A,https://i.ytimg.com/vi/eussOnGZs3M/default.jpg,0,하체
eV9viGqONck,"NO 층간소음 - 체지방 불태우는 화끈한 전신 타바타 🔥전신 운동 근력 + 유산소 🔥// 다이어트 운동 체중감량 홈트","발레테라핏 Ballet Thera Fit",UCcmCbG1-TDwpJwosHt8QP5A,https://i.ytimg.com/vi/eV9viGqONck/default.jpg,0,전신
eVEtDwM9SW8,"실내 전신운동 초보 버전 (미세먼지, 실내에서 운동해요!)",제이제이살롱드핏,UCUsfRCHj5U1wAJEJiQpPLPw,https://i.ytimg.com/vi/eVEtDwM9SW8/default.jpg,0,전신
ExA5bivALcc,"복근 운동 할 때 허리 통증 오는 이유(복부 운동 시 허리 아픈 분들 필수 시청)","진사마-더 나은 삶을 위한 운동",UCZAt1bxpFziCkf96zIj1BUQ,https://i.ytimg.com/vi/ExA5bivALcc/default.jpg,0,복부
expry9G1IZw,"허리 튜브 군살 다 빼드립니다. 운동 초보자를 위한 전신 칼로리 불태우는 전신 운동 [중년 운동, 초보자 고강도인터벌트레이닝, 워크아웃, 네발걷기, 페스트 피트, 슬램]","건전지 - 건강을 전하는 지식",UCaMWoM36v8pKgVmyVn8W-1A,https://i.ytimg.com/vi/expry9G1IZw/default.jpg,0,전신
EYAbQVzwYF8,"근육통예약! 천천히 강하게 전신운동 50분 | 매트필라테스 시퀀스","정은쌤의 ONLYPILATES",UC-YNbnA7eNI7HTFmxMY4ibA,https://i.ytimg.com/vi/EYAbQVzwYF8/default.jpg,0,전신
Ezhm5zd8Fxg,"쉽고 효과적인 복근운동 이거면 끝",안아파연구소,UCucuiFF6L8tHrhbwfPe_Zcg,https://i.ytimg.com/vi/Ezhm5zd8Fxg/default.jpg,0,복부
f0AxSMExRWg,"가슴운동이 왜 어려워?ㅣ피지크 올림피아 최봉석 가슴 워크아웃",개근질닷컴GGJ,UCEZVpfgaHLcWt5dMCOOy82A,https://i.ytimg.com/vi/f0AxSMExRWg/default.jpg,0,가슴
f0ET1wHTuBU,"가슴 라인 이쁘게 만드는 가슴운동!","헬린이 탈출을 위한 운동정보",UCSPUdkcss2YsJorc1oR5Z8A,https://i.ytimg.com/vi/f0ET1wHTuBU/default.jpg,0,가슴
F12sogb4mZQ,"더 강력해진🔥 탄탄한 상체라인을 위한 가슴+ 어깨 ‘상체루틴’","핏블리 FITVELY",UC3hRpIQ4x5niJDwjajQSVPg,https://i.ytimg.com/vi/F12sogb4mZQ/default.jpg,0,가슴
f22Ql8R3KL0,"하체운동은 스쿼트? 무릎 강화를 위한 하체운동 루틴_무릎재활,무릎통증완화","운동힐러 Exercise Healer",UC3QnHyb_KKpJHVpRNr_NwbA,https://i.ytimg.com/vi/f22Ql8R3KL0/default.jpg,0,하체
f6Xs2GwYs-g,"근육량을 늘리면서 체지방을 줄이는 가장 빠른 맨몸 전신운동 루틴 / 하루 10분 지방 태우는 맨몸운동 루틴",낭만호구,UChKuP7Iw0bLekMRr4skZPuA,https://i.ytimg.com/vi/f6Xs2GwYs-g/default.jpg,0,전신
f7alRC5ujWc,"전신운동 타바타 홈트/ 체지방 태우기 운동/ 누구나 따라하면 살빠지는 유산소 운동/ 에어로빅 타바타/ 다이어트댄스 타바타/ aerobics tabata workout","Hoo dance & fitness",UC3Qae46SPhpTpLDoeG60gcA,https://i.ytimg.com/vi/f7alRC5ujWc/default.jpg,0,전신
